contract,target,fp_tag,filtered
2018-13078.sol,"[RepairTarget] Jitech:mintToken:136
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_52 [+] mintedAmount_1 --> REF_52
",,
2018-13079.sol,"[RepairTarget] StandardToken:mintToken:135
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_57 [+] mintedAmount_1 --> REF_57
",,
2018-13079.sol,"[RepairTarget] StandardToken:mintToken:136
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_7 [+] mintedAmount_1 --> totalSupply_8
",,
2018-13080.sol,"[RepairTarget] Goutex:mintToken:136
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_52 [+] mintedAmount_1 --> REF_52
",,
2018-13081.sol,"[RepairTarget] GZSToken:mintToken:141
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_52 [+] mintedAmount_1 --> REF_52
",,
2018-13081.sol,"[RepairTarget] GZSToken:mintToken:142
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_3 [+] mintedAmount_1 --> totalSupply_4
",,
2018-13081.sol,"[RepairTarget] GZSToken:buy:162
CODE: uint amount = msg.value * buyRate
OPERATION: msg.value [*] buyRate
SSA: msg.value [*] buyRate_2 --> TMP_45
",,
2018-13081.sol,"[RepairTarget] GZSToken:buy:163
CODE: balanceOf[msg.sender] += amount
OPERATION: balanceOf[msg.sender] [+=] amount
SSA: REF_54 [+] amount_1 --> REF_54
",,
2018-13081.sol,"[RepairTarget] GZSToken:buy:164
CODE: balanceOf[this] -= amount
OPERATION: balanceOf[this] [-=] amount
SSA: REF_55 [-] amount_1 --> REF_55
",,
2018-13082.sol,"[RepairTarget] MyAdvancedToken:mintToken:220
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_57 [+] mintedAmount_1 --> REF_57
",,
2018-13082.sol,"[RepairTarget] MyAdvancedToken:mintToken:221
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_7 [+] mintedAmount_1 --> totalSupply_8
",,
2018-13083.sol,"[RepairTarget] PlazaToken:mintToken:206
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_57 [+] mintedAmount_1 --> REF_57
",,
2018-13083.sol,"[RepairTarget] PlazaToken:mintToken:207
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_7 [+] mintedAmount_1 --> totalSupply_8
",,
2018-13084.sol,"[RepairTarget] GoodTimeCoin:mintToken:129
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_50 [+] mintedAmount_1 --> REF_50
",,
2018-13084.sol,"[RepairTarget] GoodTimeCoin:mintToken:130
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_7 [+] mintedAmount_1 --> totalSupply_8
",,
2018-13085.sol,"[RepairTarget] TokenERC20:TokenERC20:85
CODE: totalSupply = initialSupply * 10 ** uint256(decimals)
OPERATION: initialSupply [*] 10 ** uint256(decimals)
SSA: initialSupply_1 [*] TMP_7 --> TMP_8
",,
2018-13085.sol,"[RepairTarget] FreeCoin:mintToken:260
CODE: balances[target] += mintedAmount
OPERATION: balances[target] [+=] mintedAmount
SSA: REF_68 [+] mintedAmount_1 --> REF_68
",,
2018-13085.sol,"[RepairTarget] FreeCoin:mintToken:261
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_7 [+] mintedAmount_1 --> totalSupply_8
",,
2018-13086.sol,"[RepairTarget] IADOWR:mintToken:146
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_56 [+] mintedAmount_1 --> REF_56
",,
2018-13086.sol,"[RepairTarget] IADOWR:mintToken:147
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_3 [+] mintedAmount_1 --> totalSupply_4
",,
2018-13087.sol,"[RepairTarget] MyAdvancedToken:mintToken:198
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_57 [+] mintedAmount_1 --> REF_57
",,
2018-13087.sol,"[RepairTarget] MyAdvancedToken:mintToken:199
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_7 [+] mintedAmount_1 --> totalSupply_8
",,
2018-13088.sol,"[RepairTarget] MyAdvancedToken:mintToken:213
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_57 [+] mintedAmount_1 --> REF_57
",,
2018-13088.sol,"[RepairTarget] MyAdvancedToken:mintToken:214
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_7 [+] mintedAmount_1 --> totalSupply_8
",,
2018-13089.sol,"[RepairTarget] UCoinToken:mintToken:219
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_57 [+] mintedAmount_1 --> REF_57
",,
2018-13089.sol,"[RepairTarget] UCoinToken:mintToken:220
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_7 [+] mintedAmount_1 --> totalSupply_8
",,
2018-13090.sol,"[RepairTarget] YiTongCoin:mintToken:213
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_57 [+] mintedAmount_1 --> REF_57
",,
2018-13090.sol,"[RepairTarget] YiTongCoin:mintToken:214
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_7 [+] mintedAmount_1 --> totalSupply_8
",,
2018-13091.sol,"[RepairTarget] sumocoin:mintToken:78
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_1 [+] mintedAmount_1 --> REF_1
",,
2018-13091.sol,"[RepairTarget] sumocoin:mintToken:79
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_3 [+] mintedAmount_1 --> totalSupply_4
",,
2018-13091.sol,"[RepairTarget] sumocoin:distributeToken:200
CODE: i++
OPERATION: [++] i
SSA: i_2 [+] 1 --> i_3
",1.0,1.0
2018-13091.sol,"[RepairTarget] sumocoin:distributeToken:201
CODE: balanceOf[owner] -= _value
OPERATION: balanceOf[owner] [-=] _value
SSA: REF_27 [-] _value_1 --> REF_27
",,
2018-13091.sol,"[RepairTarget] sumocoin:distributeToken:202
CODE: balanceOf[addresses[i]] += _value
OPERATION: balanceOf[addresses[i]] [+=] _value
SSA: REF_29 [+] _value_1 --> REF_29
",,
2018-13092.sol,"[RepairTarget] AdvReimburseToken:mintToken:172
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_47 [+] mintedAmount_1 --> REF_47
",,
2018-13092.sol,"[RepairTarget] AdvReimburseToken:mintToken:173
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_3 [+] mintedAmount_1 --> totalSupply_4
",,
2018-13113.sol,"[RepairTarget] StandardToken:transfer:49
CODE: balances[msg.sender] -= _value
OPERATION: balances[msg.sender] [-=] _value
SSA: REF_1 [-] _value_1 --> REF_1
",1.0,1.0
2018-13113.sol,"[RepairTarget] StandardToken:transfer:50
CODE: balances[_to] += _value
OPERATION: balances[_to] [+=] _value
SSA: REF_2 [+] _value_1 --> REF_2
",,
2018-13113.sol,"[RepairTarget] StandardToken:transferFrom:60
CODE: balances[_to] += _value
OPERATION: balances[_to] [+=] _value
SSA: REF_6 [+] _value_1 --> REF_6
",,
2018-13113.sol,"[RepairTarget] StandardToken:transferFrom:61
CODE: balances[_from] -= _value
OPERATION: balances[_from] [-=] _value
SSA: REF_7 [-] _value_1 --> REF_7
",1.0,1.0
2018-13113.sol,"[RepairTarget] StandardToken:transferFrom:62
CODE: allowed[_from][msg.sender] -= _value
OPERATION: allowed[_from][msg.sender] [-=] _value
SSA: REF_9 [-] _value_1 --> REF_9
",1.0,1.0
2018-13126.sol,"[RepairTarget] SpendToken:mint:188
CODE: require(totalSupply + _value <= TOKEN_LIMIT)
OPERATION: totalSupply [+] _value
SSA: totalSupply_1 [+] _value_1 --> TMP_70
",,
2018-13126.sol,"[RepairTarget] SpendToken:mint:190
CODE: balances[_holder] += _value
OPERATION: balances[_holder] [+=] _value
SSA: REF_60 [+] _value_1 --> REF_60
",,
2018-13126.sol,"[RepairTarget] SpendToken:mint:191
CODE: totalSupply += _value
OPERATION: totalSupply [+=] _value
SSA: totalSupply_1 [+] _value_1 --> totalSupply_2
",,
2018-13127.sol,"[RepairTarget] DSPXToken:mint:209
CODE: require(totalSupply + value <= TOKEN_LIMIT)
OPERATION: totalSupply [+] value
SSA: totalSupply_1 [+] value_1 --> TMP_80
",,
2018-13127.sol,"[RepairTarget] DSPXToken:mint:211
CODE: balances[holder] += value
OPERATION: balances[holder] [+=] value
SSA: REF_92 [+] value_1 --> REF_92
",,
2018-13127.sol,"[RepairTarget] DSPXToken:mint:212
CODE: totalSupply += value
OPERATION: totalSupply [+=] value
SSA: totalSupply_1 [+] value_1 --> totalSupply_2
",,
2018-13128.sol,"[RepairTarget] ETY:mint:162
CODE: require(totalSupply + _value <= TOKEN_LIMIT)
OPERATION: totalSupply [+] _value
SSA: totalSupply_3 [+] _value_1 --> TMP_91
",,
2018-13128.sol,"[RepairTarget] ETY:mint:164
CODE: balances[_holder] += _value
OPERATION: balances[_holder] [+=] _value
SSA: REF_91 [+] _value_1 --> REF_91
",,
2018-13128.sol,"[RepairTarget] ETY:mint:165
CODE: totalSupply += _value
OPERATION: totalSupply [+=] _value
SSA: totalSupply_3 [+] _value_1 --> totalSupply_4
",,
2018-13129.sol,"[RepairTarget] SPXToken:mint:220
CODE: require(totalSupply + value <= TOKEN_LIMIT)
OPERATION: totalSupply [+] value
SSA: totalSupply_1 [+] value_1 --> TMP_76
",,
2018-13129.sol,"[RepairTarget] SPXToken:mint:222
CODE: balances[holder] += value
OPERATION: balances[holder] [+=] value
SSA: REF_92 [+] value_1 --> REF_92
",,
2018-13129.sol,"[RepairTarget] SPXToken:mint:223
CODE: totalSupply += value
OPERATION: totalSupply [+=] value
SSA: totalSupply_1 [+] value_1 --> totalSupply_2
",,
2018-13131.sol,"[RepairTarget] DSPXToken:mint:209
CODE: require(totalSupply + value <= TOKEN_LIMIT)
OPERATION: totalSupply [+] value
SSA: totalSupply_1 [+] value_1 --> TMP_80
",,
2018-13131.sol,"[RepairTarget] DSPXToken:mint:211
CODE: balances[holder] += value
OPERATION: balances[holder] [+=] value
SSA: REF_92 [+] value_1 --> REF_92
",,
2018-13131.sol,"[RepairTarget] DSPXToken:mint:212
CODE: totalSupply += value
OPERATION: totalSupply [+=] value
SSA: totalSupply_1 [+] value_1 --> totalSupply_2
",,
2018-13132.sol,"[RepairTarget] SPXToken:mint:220
CODE: require(totalSupply + value <= TOKEN_LIMIT)
OPERATION: totalSupply [+] value
SSA: totalSupply_1 [+] value_1 --> TMP_76
",,
2018-13132.sol,"[RepairTarget] SPXToken:mint:222
CODE: balances[holder] += value
OPERATION: balances[holder] [+=] value
SSA: REF_92 [+] value_1 --> REF_92
",,
2018-13132.sol,"[RepairTarget] SPXToken:mint:223
CODE: totalSupply += value
OPERATION: totalSupply [+=] value
SSA: totalSupply_1 [+] value_1 --> totalSupply_2
",,
2018-13144.sol,"[RepairTarget] StandardToken:transfer:37
CODE: balances[msg.sender] -= _value
OPERATION: balances[msg.sender] [-=] _value
SSA: REF_1 [-] _value_1 --> REF_1
",1.0,1.0
2018-13144.sol,"[RepairTarget] StandardToken:transfer:38
CODE: balances[_to] += _value
OPERATION: balances[_to] [+=] _value
SSA: REF_2 [+] _value_1 --> REF_2
",,
2018-13189.sol,"[RepairTarget] UNLB:mint:269
CODE: balances[_x] += _v
OPERATION: balances[_x] [+=] _v
SSA: REF_79 [+] _v_1 --> REF_79
",,
2018-13189.sol,"[RepairTarget] UNLB:mint:270
CODE: totalSupply += _v
OPERATION: totalSupply [+=] _v
SSA: totalSupply_2 [+] _v_1 --> totalSupply_3
",,
2018-13202.sol,"[RepairTarget] MyBoToken:mintToken:140
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_52 [+] mintedAmount_1 --> REF_52
",,
2018-13202.sol,"[RepairTarget] MyBoToken:mintToken:141
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_3 [+] mintedAmount_1 --> totalSupply_4
",,
2018-13208.sol,"[RepairTarget] MoneyTreeToken:mintToken:137
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_52 [+] mintedAmount_1 --> REF_52
",,
2018-13208.sol,"[RepairTarget] MoneyTreeToken:mintToken:138
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_3 [+] mintedAmount_1 --> totalSupply_4
",,
2018-13220.sol,"[RepairTarget] MAVCash:mintToken:137
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_52 [+] mintedAmount_1 --> REF_52
",,
2018-13220.sol,"[RepairTarget] MAVCash:mintToken:138
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_3 [+] mintedAmount_1 --> totalSupply_4
",,
2018-13221.sol,"[RepairTarget] ExtremeToken:mintToken:180
CODE: lances[target] += mintedAmount;

OPERATION: lances[target] + [+=] ntedAmount;

SSA: REF_96 [+] mintedAmount_1 --> REF_96
",,
2018-13221.sol,"[RepairTarget] ExtremeToken:mintToken:181
CODE: talSupply += mintedAmount;

OPERATION: talSupply + [+=] ntedAmount;

SSA: totalSupply_3 [+] mintedAmount_1 --> totalSupply_4
",,
2018-13225.sol,"[RepairTarget] token:transfer:53
CODE: assert (balanceOf[_to] + _value >= balanceOf[_to])
OPERATION: balanceOf[_to] [+] _value
SSA: REF_2 [+] _value_1 --> TMP_5
",1.0,1.0
2018-13225.sol,"[RepairTarget] token:transfer:54
CODE: balanceOf[msg.sender] -= _value
OPERATION: balanceOf[msg.sender] [-=] _value
SSA: REF_4 [-] _value_1 --> REF_4
",1.0,1.0
2018-13225.sol,"[RepairTarget] token:transfer:55
CODE: balanceOf[_to] += _value
OPERATION: balanceOf[_to] [+=] _value
SSA: REF_5 [+] _value_1 --> REF_5
",1.0,1.0
2018-13225.sol,"[RepairTarget] MyYLCToken:transfer:118
CODE: assert (balanceOf[_to] + _value >= balanceOf[_to])
OPERATION: balanceOf[_to] [+] _value
SSA: REF_37 [+] _value_1 --> TMP_43
",1.0,1.0
2018-13225.sol,"[RepairTarget] MyYLCToken:transfer:120
CODE: balanceOf[msg.sender] -= _value
OPERATION: balanceOf[msg.sender] [-=] _value
SSA: REF_40 [-] _value_1 --> REF_40
",1.0,1.0
2018-13225.sol,"[RepairTarget] MyYLCToken:transfer:121
CODE: balanceOf[_to] += _value
OPERATION: balanceOf[_to] [+=] _value
SSA: REF_41 [+] _value_1 --> REF_41
",1.0,1.0
2018-13225.sol,"[RepairTarget] MyYLCToken:mintToken:140
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_52 [+] mintedAmount_1 --> REF_52
",,
2018-13225.sol,"[RepairTarget] MyYLCToken:mintToken:141
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_3 [+] mintedAmount_1 --> totalSupply_4
",,
2018-13225.sol,"[RepairTarget] MyYLCToken:burn:175
CODE: balanceOf[msg.sender] -= amount
OPERATION: balanceOf[msg.sender] [-=] amount
SSA: REF_62 [-] amount_1 --> REF_62
",1.0,1.0
2018-13225.sol,"[RepairTarget] MyYLCToken:burn:176
CODE: totalSupply -= amount
OPERATION: totalSupply [-=] amount
SSA: totalSupply_6 [-] amount_1 --> totalSupply_7
",,
2018-13227.sol,"[RepairTarget] MoneyChainNetToken:mintToken:138
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_52 [+] mintedAmount_1 --> REF_52
",,
2018-13227.sol,"[RepairTarget] MoneyChainNetToken:mintToken:139
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_3 [+] mintedAmount_1 --> totalSupply_4
",,
2018-13228.sol,"[RepairTarget] Crowdnext:mintToken:137
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_52 [+] mintedAmount_1 --> REF_52
",,
2018-13228.sol,"[RepairTarget] Crowdnext:mintToken:138
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_3 [+] mintedAmount_1 --> totalSupply_4
",,
2018-13230.sol,"[RepairTarget] DestiNeedToken:mintToken:137
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_52 [+] mintedAmount_1 --> REF_52
",,
2018-13230.sol,"[RepairTarget] DestiNeedToken:mintToken:138
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_3 [+] mintedAmount_1 --> totalSupply_4
",,
2018-13325.sol,"[RepairTarget] GrowToken:transferEth:134
CODE: msg.sender.transfer(amount*10**uint256(18))
OPERATION: amount [*] 10**uint256(18)
SSA: amount_1 [*] TMP_42 --> TMP_43
",,
2018-13326.sol,"[RepairTarget] StandardToken:transfer:49
CODE: balances[msg.sender] -= _value
OPERATION: balances[msg.sender] [-=] _value
SSA: REF_1 [-] _value_1 --> REF_1
",1.0,1.0
2018-13326.sol,"[RepairTarget] StandardToken:transfer:50
CODE: balances[_to] += _value
OPERATION: balances[_to] [+=] _value
SSA: REF_2 [+] _value_1 --> REF_2
",,
2018-13326.sol,"[RepairTarget] StandardToken:transferFrom:60
CODE: balances[_to] += _value
OPERATION: balances[_to] [+=] _value
SSA: REF_6 [+] _value_1 --> REF_6
",,
2018-13326.sol,"[RepairTarget] StandardToken:transferFrom:61
CODE: balances[_from] -= _value
OPERATION: balances[_from] [-=] _value
SSA: REF_7 [-] _value_1 --> REF_7
",1.0,1.0
2018-13326.sol,"[RepairTarget] StandardToken:transferFrom:62
CODE: allowed[_from][msg.sender] -= _value
OPERATION: allowed[_from][msg.sender] [-=] _value
SSA: REF_9 [-] _value_1 --> REF_9
",1.0,1.0
2018-13327.sol,"[RepairTarget] StandardToken:transfer:26
CODE: balances[msg.sender] -= _value
OPERATION: balances[msg.sender] [-=] _value
SSA: REF_1 [-] _value_1 --> REF_1
",1.0,1.0
2018-13327.sol,"[RepairTarget] StandardToken:transfer:27
CODE: balances[_to] += _value
OPERATION: balances[_to] [+=] _value
SSA: REF_2 [+] _value_1 --> REF_2
",,
2018-13327.sol,"[RepairTarget] StandardToken:transferFrom:35
CODE: balances[_to] += _value
OPERATION: balances[_to] [+=] _value
SSA: REF_6 [+] _value_1 --> REF_6
",,
2018-13327.sol,"[RepairTarget] StandardToken:transferFrom:36
CODE: balances[_from] -= _value
OPERATION: balances[_from] [-=] _value
SSA: REF_7 [-] _value_1 --> REF_7
",1.0,1.0
2018-13327.sol,"[RepairTarget] StandardToken:transferFrom:37
CODE: allowed[_from][msg.sender] -= _value
OPERATION: allowed[_from][msg.sender] [-=] _value
SSA: REF_9 [-] _value_1 --> REF_9
",1.0,1.0
2018-13493.sol,"[RepairTarget] TokenERC20:burn:188
CODE: _value = _value * (10**18)
OPERATION: _value [*] (10**18)
SSA: _value_1 [*] TMP_37 --> TMP_38
",,
2018-13493.sol,"[RepairTarget] TokenERC20:burn:190
CODE: balanceOf[msg.sender] -= _value
OPERATION: balanceOf[msg.sender] [-=] _value
SSA: REF_18 [-] _value_2 --> REF_18
",1.0,1.0
2018-13493.sol,"[RepairTarget] TokenERC20:burn:191
CODE: totalSupply -= _value
OPERATION: totalSupply [-=] _value
SSA: totalSupply_2 [-] _value_2 --> totalSupply_3
",,
2018-13493.sol,"[RepairTarget] DaddyToken:distributeToken:246
CODE: _value = _value * 10**18
OPERATION: _value [*] 10**18
SSA: _value_1 [*] TMP_80 --> TMP_81
",,
2018-13493.sol,"[RepairTarget] DaddyToken:distributeToken:247
CODE: i++
OPERATION: [++] i
SSA: i_2 [+] 1 --> i_3
",1.0,1.0
2018-13493.sol,"[RepairTarget] DaddyToken:distributeToken:249
CODE: balanceOf[owner] -= _value
OPERATION: balanceOf[owner] [-=] _value
SSA: REF_51 [-] _value_2 --> REF_51
",,
2018-13493.sol,"[RepairTarget] DaddyToken:distributeToken:250
CODE: balanceOf[addresses[i]] += _value
OPERATION: balanceOf[addresses[i]] [+=] _value
SSA: REF_53 [+] _value_2 --> REF_53
",,
2018-13493.sol,"[RepairTarget] DaddyToken:mintToken:279
CODE: mintedAmount = mintedAmount * 10**18
OPERATION: mintedAmount [*] 10**18
SSA: mintedAmount_1 [*] TMP_104 --> TMP_105
",,
2018-13493.sol,"[RepairTarget] DaddyToken:mintToken:280
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_62 [+] mintedAmount_2 --> REF_62
",,
2018-13493.sol,"[RepairTarget] DaddyToken:mintToken:281
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_7 [+] mintedAmount_2 --> totalSupply_8
",,
2018-13533.sol,"[RepairTarget] ALUXToken:mintToken:132
CODE: balanceOf[owner] += mintedAmount
OPERATION: balanceOf[owner] [+=] mintedAmount
SSA: REF_45 [+] mintedAmount_1 --> REF_45
",,
2018-13533.sol,"[RepairTarget] ALUXToken:mintToken:133
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_3 [+] mintedAmount_1 --> totalSupply_4
",,
2018-13625.sol,"[RepairTarget] Krown:notifyAuthority:195
CODE: balanceOf[msg.sender] -= notificationFee
OPERATION: balanceOf[msg.sender] [-=] notificationFee
SSA: REF_65 [-] notificationFee_1 --> REF_65
",1.0,1.0
2018-13625.sol,"[RepairTarget] Krown:notifyAuthority:196
CODE: balanceOf[centralAuthority] += notificationFee
OPERATION: balanceOf[centralAuthority] [+=] notificationFee
SSA: REF_66 [+] notificationFee_1 --> REF_66
",,
2018-13625.sol,"[RepairTarget] Krown:mintlvlToken:231
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_79 [+] mintedAmount_1 --> REF_79
",,
2018-13625.sol,"[RepairTarget] Krown:mintlvlToken:232
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_2 [+] mintedAmount_1 --> totalSupply_3
",,
2018-13625.sol,"[RepairTarget] Krown:burnlvlToken:240
CODE: balanceOf[_from] -= _value
OPERATION: balanceOf[_from] [-=] _value
SSA: REF_81 [-] _value_1 --> REF_81
",1.0,1.0
2018-13625.sol,"[RepairTarget] Krown:burnlvlToken:241
CODE: totalSupply -= _value
OPERATION: totalSupply [-=] _value
SSA: totalSupply_5 [-] _value_1 --> totalSupply_6
",,
2018-13670.sol,"[RepairTarget] GFCB:setMinBalance:44
CODE: minBalanceForAccounts = minimumBalanceInFinney * 1 finney
OPERATION: minimumBalanceInFinney [*] 1 finney
SSA: minimumBalanceInFinney_1 [*] 1000000000000000 --> TMP_4
",,
2018-13670.sol,"[RepairTarget] GFCB:mintToken:67
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_11 [+] mintedAmount_1 --> REF_11
",,
2018-13670.sol,"[RepairTarget] GFCB:mintToken:68
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_3 [+] mintedAmount_1 --> totalSupply_4
",,
2018-13698.sol,"[RepairTarget] Play2LivePromo:mintTokens:57
CODE: balances[_investor] +=  promoValue
OPERATION: balances[_investor] [+=] promoValue
SSA: REF_1 [+] promoValue_3 --> REF_1
",,
2018-13698.sol,"[RepairTarget] Play2LivePromo:mintTokens:58
CODE: totalSupply += promoValue
OPERATION: totalSupply [+=] promoValue
SSA: totalSupply_2 [+] promoValue_3 --> totalSupply_3
",,
2018-13698.sol,"[RepairTarget] Play2LivePromo:transfer:74
CODE: balances[msg.sender] -= _amount
OPERATION: balances[msg.sender] [-=] _amount
SSA: REF_2 [-] _amount_1 --> REF_2
",,
2018-13698.sol,"[RepairTarget] Play2LivePromo:transfer:75
CODE: balances[_to] -= _amount
OPERATION: balances[_to] [-=] _amount
SSA: REF_3 [-] _amount_1 --> REF_3
",,
2018-13698.sol,"[RepairTarget] Play2LivePromo:transferFrom:91
CODE: balances[_from] -= _amount
OPERATION: balances[_from] [-=] _amount
SSA: REF_4 [-] _amount_1 --> REF_4
",,
2018-13698.sol,"[RepairTarget] Play2LivePromo:transferFrom:92
CODE: allowed[_from][msg.sender] -= _amount
OPERATION: allowed[_from][msg.sender] [-=] _amount
SSA: REF_6 [-] _amount_1 --> REF_6
",,
2018-13698.sol,"[RepairTarget] Play2LivePromo:transferFrom:93
CODE: balances[_to] -= _amount
OPERATION: balances[_to] [-=] _amount
SSA: REF_7 [-] _amount_1 --> REF_7
",,
2018-13703.sol,"[RepairTarget] CERB_Coin:sellOffline:65
CODE: uint finalTokens =  (token_amount  * (10 ** 18))
OPERATION: token_amount [*] (10 ** 18)
SSA: token_amount_1 [*] TMP_1 --> TMP_2
",,
2018-13703.sol,"[RepairTarget] CERB_Coin:sellOffline:68
CODE: remaining = remaining - finalTokens
OPERATION: remaining [-] finalTokens
SSA: remaining_3 [-] finalTokens_1 --> TMP_4
",1.0,1.0
2018-13703.sol,"[RepairTarget] CERB_Coin:mintToken:151
CODE: var totalTokenToMint = tokensToMint * (10 ** 18)
OPERATION: tokensToMint [*] (10 ** 18)
SSA: tokensToMint_1 [*] TMP_31 --> TMP_32
",,
2018-13703.sol,"[RepairTarget] CERB_Coin:mintToken:152
CODE: balanceOf[owner] += totalTokenToMint
OPERATION: balanceOf[owner] [+=] totalTokenToMint
SSA: REF_5 [+] totalTokenToMint_1 --> REF_5
",,
2018-13703.sol,"[RepairTarget] CERB_Coin:mintToken:153
CODE: totalSupply += totalTokenToMint
OPERATION: totalSupply [+=] totalTokenToMint
SSA: totalSupply_3 [+] totalTokenToMint_1 --> totalSupply_4
",,
2018-13777.sol,"[RepairTarget] RRToken:mintToken:161
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_39 [+] mintedAmount_1 --> REF_39
",,
2018-13777.sol,"[RepairTarget] RRToken:mintToken:162
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_3 [+] mintedAmount_1 --> totalSupply_4
",,
2018-13778.sol,"[RepairTarget] CGCToken:mintToken:209
CODE: balanceOf[target] += mintedAmount
OPERATION: balanceOf[target] [+=] mintedAmount
SSA: REF_57 [+] mintedAmount_1 --> REF_57
",,
2018-13778.sol,"[RepairTarget] CGCToken:mintToken:210
CODE: totalSupply += mintedAmount
OPERATION: totalSupply [+=] mintedAmount
SSA: totalSupply_7 [+] mintedAmount_1 --> totalSupply_8
",,
